<<<<<<< HEAD
,Searched,City,State,Lat,Lng,Restaurant,Category,Category 2,Category 3,Transactions
239,Pittsburgh city,Pittsburgh,PA,40.42893,-79.98308,Carson Street Deli & Craft Beer Bar,"['Delis', 'Bars', 'Sandwiches']","['delivery', 'pickup']",1100
240,Pittsburgh city,Pittsburgh,PA,40.455585,-79.977913,Edgar's Best Tacos,"['Mexican', 'Food Trucks']",[],1100
241,Pittsburgh city,Pittsburgh,PA,40.4322731314699,-80.0041576149602,Monongahela Incline,['Landmarks & Historical Buildings'],[],1100
242,Pittsburgh city,Pittsburgh,PA,40.45163,-79.98285,La Prima Espresso Co,['Coffee Roasteries'],['delivery'],1100
243,Pittsburgh city,Pittsburgh,PA,40.44123,-80.0034699,Pittsburgh Poke,"['Sushi Bars', 'Poke', 'Thai']","['delivery', 'pickup']",1100
244,Pittsburgh city,Pittsburgh,PA,40.45131,-79.98323,The Enrico Biscotti,"['Bakeries', 'Italian', 'Pizza']","['delivery', 'pickup']",1100
245,Pittsburgh city,Pittsburgh,PA,40.4513403,-79.9838608,Allegheny Coffee & Tea Exchange,['Coffee & Tea'],['delivery'],1100
246,Pittsburgh city,Pittsburgh,PA,40.42899,-79.98074,Delanie's Coffee,"['Coffee & Tea', 'Mediterranean', 'Juice Bars & Smoothies']","['delivery', 'pickup']",1100
247,Pittsburgh city,Pittsburgh,PA,40.4625496053045,-79.9497600693115,Thai Cuisine,['Thai'],['delivery'],1100
248,Pittsburgh city,Pittsburgh,PA,40.44398,-79.99644,Emporio: A Meatball Joint,"['American (New)', 'Bars', 'Italian']",['delivery'],1100
249,Pittsburgh city,Pittsburgh,PA,40.4411321,-80.0070131,Point State Park,['Parks'],[],1100
250,Pittsburgh city,Pittsburgh,PA,40.47004,-79.96113,Smoke Sandwich Shop,"['Barbeque', 'Burgers', 'Tacos']","['pickup', 'delivery']",1100
251,Pittsburgh city,Pittsburgh,PA,40.42895,-79.98594,The Urban Tap,"['Gastropubs', 'Tacos', 'Beer Bar']","['delivery', 'pickup']",1100
252,Pittsburgh city,Pittsburgh,PA,40.4499759734743,-79.9507371864515,Butterjoint,"['American (New)', 'Bars']",[],1100
253,Pittsburgh city,Pittsburgh,PA,40.45713,-79.97575,Klavon's Ice Cream Parlor,['Ice Cream & Frozen Yogurt'],"['pickup', 'delivery']",1100
254,Pittsburgh city,Pittsburgh,PA,40.45154,-79.98276,Colangelo's Bakery,['Bakeries'],['delivery'],1100
255,Bethlehem city (pt.),Bethlehem,PA,40.6117,-75.37761,Lit Coffee Roastery and Bakeshop,"['Coffee Roasteries', 'Bakeries']",['delivery'],276
256,Bethlehem city (pt.),Bethlehem,PA,40.62031,-75.38233,The Flying Egg,"['Breakfast & Brunch', 'American (Traditional)']","['pickup', 'delivery']",276
257,Bethlehem city (pt.),Bethlehem,PA,40.621697,-75.382206,Casa Del Mofongo,['Latin American'],"['pickup', 'delivery']",276
258,Bethlehem city (pt.),Bethlehem,PA,40.6120811133702,-75.3783291268169,ShangWeiSzechuan,['Szechuan'],['delivery'],276
259,Bethlehem city (pt.),Bethlehem,PA,40.62271,-75.391557,Orizaba,['Mexican'],"['pickup', 'delivery']",276
260,Bethlehem city (pt.),Bethlehem,PA,40.621994,-75.375099,Francisco's Salvadoreno Restaurant,['Latin American'],['delivery'],276
261,Bethlehem city (pt.),Bethlehem,PA,40.62208,-75.38635,The Cafe,"['Vegetarian', 'Asian Fusion', 'Thai']",[],276
262,Bethlehem city (pt.),Bethlehem,PA,40.62392,-75.37073,Machs Gute Pub and Grille,"['American (Traditional)', 'Pubs']",['delivery'],276
263,Bethlehem city (pt.),Bethlehem,PA,40.6217194,-75.3823776,Touch Thai,['Thai'],"['pickup', 'delivery']",276
264,Bethlehem city (pt.),Bethlehem,PA,40.60943,-75.38451,Olive Branch Cafe & Restaurant,"['Bakeries', 'Middle Eastern']",['delivery'],276
265,Bethlehem city (pt.),Bethlehem,PA,40.6231357902288,-75.3783351927996,The Wise Bean,"['Coffee & Tea', 'Juice Bars & Smoothies']",[],276
266,Bethlehem city (pt.),Bethlehem,PA,40.61154,-75.37823,Sal's Brick Oven Pizza,['Italian'],"['delivery', 'pickup']",276
267,Bethlehem city (pt.),Bethlehem,PA,40.6290756,-75.41890871642234,Pho Viet Royal,['Vietnamese'],"['pickup', 'delivery']",276
268,Bethlehem city (pt.),Bethlehem,PA,40.62386,-75.38015,Darto's Restaurant,"['Breakfast & Brunch', 'American (Traditional)']",['delivery'],276
269,Bethlehem city (pt.),Bethlehem,PA,40.6256561849214,-75.3703675222434,Williams Spanish Restaurant,"['Puerto Rican', 'Spanish', 'Dominican']","['pickup', 'delivery']",276
270,Bethlehem city (pt.),Allentown,PA,40.6566963195801,-75.4278717041016,Delio's Deli Grille,['Delis'],['delivery'],276
271,Bethlehem city (pt.),Bethlehem,PA,40.62207,-75.37821,Rosanna's Restaurant,"['Pizza', 'Italian', 'Salad']","['pickup', 'delivery']",276
272,Bethlehem city (pt.),Bethlehem,PA,40.6068834,-75.3900424,Vineyard Restaurant,['Italian'],[],276
273,Bethlehem city (pt.),Bethlehem,PA,40.63136,-75.40448,Connie's Cakes and Cookies,['Bakeries'],[],276
274,Bethlehem city (pt.),Bethlehem,PA,40.61662,-75.38219,The Wooden Match,"['Gastropubs', 'Bars']","['pickup', 'delivery']",276
275,Bethlehem city (pt.),Bethlehem,PA,40.619972160075,-75.381881747015,Chocolate Lab,"['Candy Stores', 'Desserts', 'Chocolatiers & Shops']","['pickup', 'delivery']",276
276,Bethlehem city (pt.),Bethlehem,PA,40.62116,-75.38131,Urbano Mexican Kitchen & Bar,"['Mexican', 'Cocktail Bars']","['pickup', 'delivery']",276
277,Bethlehem city (pt.),Bethlehem,PA,40.6207757396944,-75.3820184660069,Cachette Bistro & Creperie,"['Creperies', 'Cafes', 'French']",['delivery'],276
278,Bethlehem city (pt.),Bethlehem,PA,40.6577667,-75.4164,P.J. Whelihan's Pub + Restaurant - Bethlehem,"['Sports Bars', 'American (Traditional)', 'Gastropubs']",['delivery'],276
279,Bethlehem city (pt.),Allentown,PA,40.64015,-75.431209,Ichiban Japanese Steakhouse,"['Japanese', 'Steakhouses', 'Sushi Bars']",['delivery'],276
280,Bethlehem city (pt.),Bethlehem,PA,40.610576021806,-75.377959879519,Nawab Indian Restaurant,['Indian'],"['pickup', 'delivery']",276
281,Bethlehem city (pt.),Bethlehem,PA,40.6334688,-75.3671745,Ruby Cafe,['Chinese'],['delivery'],276
282,Bethlehem city (pt.),Bethlehem,PA,40.62047668875,-75.381864491241,Johnny's Bagels & Deli,"['Bakeries', 'Bagels', 'Delis']","['pickup', 'delivery']",276
283,Bethlehem city (pt.),Bethlehem,PA,40.60957,-75.38432,Thai Kitchen,['Thai'],"['pickup', 'delivery']",276
284,Bethlehem city (pt.),Bethlehem,PA,40.66033,-75.39017,Prime Steak House,['Steakhouses'],"['pickup', 'delivery']",276
285,Bethlehem city (pt.),Bethlehem,PA,40.619782,-75.381566,Randevoo Bethlehem,['Asian Fusion'],[],276
286,Bethlehem city (pt.),Bethlehem,PA,40.6565748900175,-75.4173727333546,Asian Bistros II,"['Asian Fusion', 'Japanese']","['pickup', 'delivery']",276
287,Bethlehem city (pt.),Bethlehem,PA,40.62047,-75.3814688,The Brick,"['Pizza', 'Italian', 'Desserts']",['delivery'],276
288,Bethlehem city (pt.),Bethlehem,PA,40.66173,-75.3889,Dave's Deli & Gelato,"['Delis', 'Gelato']",['delivery'],276
289,Bethlehem city (pt.),Bethlehem,PA,40.626889,-75.4174875,Borderline Restaurant,['Diners'],['delivery'],276
290,Bethlehem city (pt.),Bethlehem,PA,40.610744,-75.378537,Rakkii Ramen,"['Ramen', 'Noodles']","['pickup', 'delivery']",276
291,Bethlehem city (pt.),Bethlehem,PA,40.6220024,-75.3821519,Stations Cafe,"['Ice Cream & Frozen Yogurt', 'Vegan', 'Cafes']",['delivery'],276
292,Bethlehem city (pt.),Bethlehem,PA,40.621926996051,-75.3816969153443,Tavern at the Sun Inn,"['Bars', 'American (Traditional)']",['delivery'],276
293,Bethlehem city (pt.),Bethlehem,PA,40.6423116761998,-75.4034572846557,Grand China Buffet & Grill,"['Chinese', 'Buffets', 'Sushi Bars']",['pickup'],276
294,Bethlehem city (pt.),Allentown,PA,40.621054,-75.4281068,Stahley's Bar & Restaurant,"['American (Traditional)', 'Sports Bars', 'Cheesesteaks']",['delivery'],276
295,Bethlehem city (pt.),Bethlehem,PA,40.6141099,-75.36751,SteelStacks,"['Venues & Event Spaces', 'Landmarks & Historical Buildings']",[],276
296,Bethlehem city (pt.),Bethlehem,PA,40.61062,-75.37978,Deja Brew Coffeehouse & Deli,"['Coffee & Tea', 'Delis']","['pickup', 'delivery']",276
297,Bethlehem city (pt.),Bethlehem,PA,40.63243,-75.36843,Martellucci Pizza,['Pizza'],"['pickup', 'delivery']",276
298,Bethlehem city (pt.),Bethlehem,PA,40.641905,-75.403355,Westgate Pizza,"['Pizza', 'Italian', 'American (Traditional)']","['pickup', 'delivery']",276
299,Bethlehem city (pt.),Bethlehem,PA,40.61169,-75.37771,Twenty Four East Asian Bistro,"['Sushi Bars', 'Japanese', 'Asian Fusion']","['pickup', 'delivery']",276
300,Bethlehem city (pt.),Bethlehem,PA,40.6491050720215,-75.4104309082031,Reunion Chinese Restaurant,['Chinese'],['delivery'],276
301,Bethlehem city (pt.),Bethlehem,PA,40.61034,-75.37859,La Lupita,"['Mexican', 'Spanish']","['pickup', 'delivery']",276
302,Bethlehem city (pt.),Bethlehem,PA,40.622038,-75.372752,Braai Hut,['African'],"['pickup', 'delivery']",276
303,Bethlehem city (pt.),Bethlehem,PA,40.62668,-75.36569,Adagio,['Seafood'],"['pickup', 'delivery']",276
304,Bethlehem city (pt.),Bethlehem,PA,40.6415066,-75.3844809,The Clubhouse Grille,"['Sports Bars', 'Breakfast & Brunch', 'American (Traditional)']","['pickup', 'delivery']",276
305,Shawnee city,Garden City,MO,38.56051,-94.1913,Running Wild Barbeque Style,"['Barbeque', 'Food Trucks']",[],51
306,Balance of St. Johns County,Fruit Cove,FL,30.1313208110093,-81.6290456056595,Julington Creek Bridge,['Landmarks & Historical Buildings'],[],87
307,Balance of St. Johns County,Fruit Cove,FL,30.111584,-81.609206,Julington Creek Golf Club,"['Golf', 'Golf Lessons']",[],87
308,Balance of St. Johns County,Jacksonville,FL,30.1568824,-81.6324475,Waffle House,"['Diners', 'Breakfast & Brunch', 'American (Traditional)']",['delivery'],87
309,Balance of St. Johns County,Jacksonville,FL,30.118749,-81.624816,Wok In,['Chinese'],[],87
310,Balance of St. Johns County,Jacksonville,FL,30.147463,-81.632054,Dunkin',"['Donuts', 'Coffee & Tea']",[],87
311,Balance of St. Johns County,Jacksonville,FL,30.1175764634326,-81.6262738177638,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",['delivery'],87
312,Balance of St. Johns County,Jacksonville,FL,30.1225278205867,-81.6246688590446,Subway,['Sandwiches'],[],87
313,Balance of St. Johns County,Jacksonville,FL,30.22501,-81.557,Alma Food Truck,"['Food Trucks', 'Tacos', 'Asian Fusion']",[],87
314,Balance of St. Johns County,St. Augustine,FL,29.9066,-81.3210299,Fried Chicken Kitchen,"['Food Trucks', 'Southern', 'American (Traditional)']",[],87
315,Balance of St. Johns County,Saint Johns,FL,30.1225852076817,-81.6246487107128,Pizza Hut,"['Pizza', 'Italian', 'Chicken Wings']",['delivery'],87
316,Balance of St. Johns County,Jacksonville,FL,30.140411724242,-81.6330079299106,Wendy's,"['Fast Food', 'Burgers']",['delivery'],87
317,Balance of St. Johns County,Saint Johns,FL,30.1190216658696,-81.6250421428284,Little Caesars Pizza,['Pizza'],[],87
318,Balance of St. Johns County,Jacksonville,FL,30.3065643310547,-81.5173645019531,The Fried Egg,"['Food Trucks', 'Breakfast & Brunch']",[],87
319,Balance of St. Johns County,Jacksonville,FL,30.113591,-81.589384,Wendy's,"['Burgers', 'Fast Food']",['delivery'],87
320,Balance of St. Johns County,Jacksonville,FL,30.3281837,-81.6587036,Guanabana Artisan Ice Pops,"['Ice Cream & Frozen Yogurt', 'Food Trucks']",[],87
321,Balance of St. Johns County,Jacksonville,FL,30.1154665,-81.592032,Daily's Dash,"['Convenience Stores', 'Sandwiches']",[],87
322,Balance of St. Johns County,Jacksonville,FL,30.1115645177937,-81.6092078,Julington Creek Golf Club,"['Golf', 'Venues & Event Spaces']",[],87
323,Balance of St. Johns County,Jacksonville,FL,30.331470489502,-81.6562194824219,Island Girl Seafood,"['Food Trucks', 'Seafood', 'Sandwiches']",[],87
324,Balance of St. Johns County,Jacksonville,FL,30.14741,-81.63215,Speedway,"['Gas Stations', 'Convenience Stores', 'Coffee & Tea']",[],87
325,Balance of St. Johns County,Orange Park,FL,30.1652908325195,-81.7011566162109,Not Your Daddy's Ribs,"['Food Trucks', 'Barbeque']",[],87
326,Balance of St. Johns County,Jacksonville,FL,30.2533321380615,-81.7253036499023,Frozen Sweets Truck,"['Shaved Ice', 'Ice Cream & Frozen Yogurt', 'Food Trucks']",[],87
327,Balance of St. Johns County,Saint Johns,FL,30.115155,-81.597726,Dunkin',"['Coffee & Tea', 'Donuts']",['delivery'],87
328,Balance of St. Johns County,Orange Park,FL,30.1266841888428,-81.7854614257813,The Cupcake Truck By : Tiffylee Cakes,"['Food Trucks', 'Cupcakes', 'Custom Cakes']",[],87
329,Balance of St. Johns County,Jacksonville,FL,30.1127896,-81.589908,Papa John's Pizza,['Pizza'],"['delivery', 'pickup']",87
330,Balance of St. Johns County,Fruit Cove,FL,30.1203757,-81.6183315,Mills Field,['Parks'],[],87
331,Balance of St. Johns County,Jacksonville,FL,30.30628,-81.57105,Chaunie's Coffee,"['Coffee & Tea', 'Food Trucks']",[],87
332,Balance of St. Johns County,Saint Johns,FL,30.1092405617237,-81.6031736880541,Champions Club At Julington Creek,['Golf'],[],87
333,Balance of St. Johns County,Jacksonville,FL,30.20436668396,-81.6835632324219,Tboyz Tacoz,"['Food Trucks', 'Tacos']",[],87
334,Balance of St. Johns County,Jacksonville,FL,30.1175,-81.611687,Kakesbykatie,"['Bakeries', 'Custom Cakes', 'Cupcakes']",[],87
335,Balance of St. Johns County,Jacksonville,FL,30.14855,-81.63385,Domino's Pizza,"['Pizza', 'Chicken Wings', 'Sandwiches']",[],87
336,Balance of St. Johns County,Ponte Vedra Beach,FL,30.2400058,-81.3852595,About Time Creamery,"['Food Trucks', 'Desserts', 'Ice Cream & Frozen Yogurt']",[],87
337,Balance of St. Johns County,Neptune Beach,FL,30.3236629653335,-81.4153203939662,Ocean Reef Pets,"['Pet Stores', 'Aquarium Services', 'Aquariums']",[],87
338,Balance of St. Johns County,Jacksonville,FL,30.1052265,-81.4829991,Asian Grille,"['Food Trucks', 'Filipino']",[],87
339,Balance of St. Johns County,Fruit Cove,FL,30.1112194061279,-81.6361083984375,Dunkin',"['Coffee & Tea', 'Donuts']",[],87
340,Balance of St. Johns County,Jacksonville,FL,30.14741,-81.63215,Dunkin',"['Coffee & Tea', 'Donuts']",[],87
341,Balance of St. Johns County,Jacksonville,FL,30.243028,-81.6309078,Cocktail Fusion,"['Bartenders', 'Cocktail Bars']",[],87
342,Balance of St. Johns County,Green Cove Springs,FL,29.9944305419922,-81.6837005615234,Bright Light Catering,"['Food Trucks', 'Barbeque']",[],87
343,Orland Park village,Orland Park,IL,41.62888,-87.85428,Pizza Pete,['Pizza'],"['pickup', 'delivery']",175
344,Orland Park village,Orland Park,IL,41.61065,-87.8487213,Buca di Beppo Italian Restaurant,['Italian'],"['delivery', 'pickup']",175
345,Orland Park village,Orland Park,IL,41.651976,-87.852976,Buona Restaurant & Catering,"['Italian', 'Pizza', 'Sandwiches']",['delivery'],175
346,Orland Park village,Orland Park,IL,41.601721,-87.8392638,Lumes Pancake House,"['Breakfast & Brunch', 'Waffles', 'Sandwiches']",['delivery'],175
347,Orland Park village,Orland Park,IL,41.6156,-87.85207,Casa Margarita,['Mexican'],"['pickup', 'delivery']",175
348,Orland Park village,Orland Park,IL,41.606917,-87.864648,Centennial Park,['Parks'],[],175
349,Orland Park village,Orland Park,IL,41.6276351,-87.8532312,Submarine City,"['Sandwiches', 'Burgers', 'Hot Dogs']","['pickup', 'delivery']",175
350,Orland Park village,Orland Park,IL,41.624608,-87.853109,Southfork Family Restaurant,['American (Traditional)'],['pickup'],175
351,Orland Park village,Orland Park,IL,41.6016601,-87.8427094,Jewel of Siam,['Thai'],['delivery'],175
352,Orland Park village,Orland Park,IL,41.6302074480365,-87.8602087497711,Hienie's McCarthy’s,"['Salad', 'Seafood', 'Sandwiches']",['delivery'],175
353,Orland Park village,Orland Park,IL,41.6240984975638,-87.854431271553,Noodles & Company,"['Noodles', 'Salad']",[],175
354,Orland Park village,Orland Park,IL,41.6036536,-87.8524423,Five Guys,"['Burgers', 'Fast Food']",['delivery'],175
355,Orland Park village,Orland Park,IL,41.601404,-87.891401,Indra's Thai Restaurant,['Thai'],"['pickup', 'delivery']",175
356,Orland Park village,Orland Park,IL,41.615538,-87.841091,Randy's Meat Market and Deli,"['Delis', 'Meat Shops']",[],175
357,Orland Park village,Orland Park,IL,41.621599,-87.854226,Red Lobster,"['Seafood', 'American (Traditional)']","['pickup', 'delivery']",175
358,Orland Park village,Orland Park,IL,41.608691,-87.8525584,Red Robin Gourmet Burgers and Brews,"['Burgers', 'American (Traditional)']","['pickup', 'delivery']",175
359,Orland Park village,Orland Park,IL,41.6150971,-87.8536782,Gorka Deli,"['Delis', 'Polish']",[],175
360,Orland Park village,Orland Park,IL,41.629461,-87.853192,McAlister's Deli,"['Salad', 'Delis', 'Sandwiches']","['pickup', 'delivery']",175
361,Orland Park village,Orland Park,IL,41.614269,-87.848898,Cajun Boil & Bar,"['Cajun/Creole', 'Seafood']","['pickup', 'delivery']",175
362,Orland Park village,Orland Park,IL,41.602529,-87.842194,Eggsperts Breakfast & Lunch Cafe,"['Coffee & Tea', 'Breakfast & Brunch', 'Juice Bars & Smoothies']","['pickup', 'delivery']",175
363,Orland Park village,Orland Park,IL,41.617288,-87.851349,Dave & Buster's,"['American (Traditional)', 'Arcades', 'Bars']",['delivery'],175
364,Orland Park village,Orland Park,IL,41.61192,-87.85414,Hooters,"['American (Traditional)', 'Sports Bars', 'Chicken Wings']",['delivery'],175
365,Orland Park village,Orland Park,IL,41.602411,-87.828516,Mayan Palace,"['Mexican', 'Bars']","['pickup', 'delivery']",175
366,Orland Park village,Orland Park,IL,41.630123,-87.860694,The Irish Patriot,['Irish Pub'],['delivery'],175
367,Orland Park village,Orland Park,IL,41.6004966,-87.8931957,Anthony's Pizza,['Pizza'],['delivery'],175
368,Orland Park village,Orland Park,IL,41.618815,-87.847674,Texas De Brazil,"['Steakhouses', 'Brazilian', 'Venues & Event Spaces']",['delivery'],175
369,Orland Park village,Palos Park,IL,41.6538286,-87.8543449,Double Dragon Chinese Restaurant,['Cantonese'],['delivery'],175
370,Orland Park village,Orland Park,IL,41.6024544927518,-87.8417500978699,Burrito Jalisco,['Mexican'],['delivery'],175
371,Orland Park village,Orland Park,IL,41.63102,-87.849617,Mackeys' Pub,"['Sports Bars', 'American (Traditional)']",['delivery'],175
372,Orland Park village,Orland Park,IL,41.6038258067031,-87.8524389915709,Potbelly Sandwich Shop,"['Sandwiches', 'Fast Food', 'Salad']","['delivery', 'pickup']",175
373,Orland Park village,Orland Hills,IL,41.60097,-87.84185,Chicken-N-Spice - Orland Hills,"['Chicken Wings', 'Sandwiches', 'Desserts']",['delivery'],175
374,Orland Park village,Orland Park,IL,41.6262980550528,-87.8538579493761,El Famous Burrito,['Mexican'],"['pickup', 'delivery']",175
375,Orland Park village,Orland Park,IL,41.6306849,-87.8496424,Widen's Hot Dogs,"['Fast Food', 'Sandwiches', 'Hot Dogs']",[],175
376,Orland Park village,Orland Park,IL,41.601926,-87.854054,Buffalo Wild Wings,"['Chicken Wings', 'Sports Bars', 'American (Traditional)']","['pickup', 'delivery']",175
377,Orland Park village,Orland Park,IL,41.6278883513371,-87.8496166294201,Fatties Pub,"['Sports Bars', 'American (Traditional)']",[],175
378,Orland Park village,Orland Park,IL,41.6312517765882,-87.8907035095093,Pyramid Supermarket,"['Grocery', 'Mediterranean', 'Middle Eastern']",[],175
379,Orland Park village,Orland Park,IL,41.613564,-87.854003,Panera Bread,"['Sandwiches', 'Salad', 'Soup']",['delivery'],175
380,Orland Park village,Orland Park,IL,41.6301684,-87.8609649,Orland Oasis,['Breakfast & Brunch'],['delivery'],175
381,Orland Park village,Orland Park,IL,41.62860617,-87.849919,Mastic Gelato,"['Ice Cream & Frozen Yogurt', 'Gelato']",[],175
382,Orland Park village,Orland Park,IL,41.632102,-87.853501,Starbucks,['Coffee & Tea'],['delivery'],175
383,Orland Park village,Orland Park,IL,41.6275,-87.85424,Pueblito,['Mexican'],['delivery'],175
384,Orland Park village,Palos Park,IL,41.6544334,-87.8543649,El Gallo Mexican Food,['Mexican'],[],175
385,Orland Park village,Orland Park,IL,41.6098070872652,-87.8526541842969,TGI Fridays,['American (Traditional)'],['delivery'],175
386,Orland Park village,Orland Park,IL,41.6011922,-87.8531049,Petey's II Restaurant & Lounge,"['Steakhouses', 'Bars', 'Seafood']",[],175
387,Orland Park village,Orland Park,IL,41.631883,-87.850276,The Simple Greek,['Greek'],"['pickup', 'delivery']",175
388,Orland Park village,Orland Park,IL,41.603858,-87.853474,Starbucks,['Coffee & Tea'],['delivery'],175
389,Orland Park village,Orland Park,IL,41.6115508259594,-87.8508513568695,Trugurt,['Ice Cream & Frozen Yogurt'],['delivery'],175
390,Orland Park village,Orland Park,IL,41.601855,-87.841967,Culver's,"['Fast Food', 'Burgers', 'Ice Cream & Frozen Yogurt']",[],175
391,Orland Park village,Plainfield,IL,41.60858,-88.20456,Milette's Cakes,"['Cupcakes', 'Bakeries', 'Custom Cakes']",[],175
392,Orland Park village,Orland Park,IL,41.62313904306,-87.8573433041034,The Village of Orland Park,['Local Flavor'],[],175
393,Utica city,Utica,NY,43.09646,-75.2522,Hemstrought's Bakeries,['Bakeries'],['delivery'],166
394,Utica city,Utica,NY,43.1042690107162,-75.2420997619629,The Stief,"['Pubs', 'Chicken Wings', 'Venues & Event Spaces']",['delivery'],166
395,Utica city,Utica,NY,43.09906,-75.23142,Outta the Way Cafe',['Breakfast & Brunch'],['delivery'],166
396,Utica city,Utica,NY,43.09964,-75.23304,Desserts Beyond the Ordinary,['Bakeries'],['delivery'],166
397,Utica city,Utica,NY,43.0983332544565,-75.2181194722652,El Barajo Restaurant,"['Spanish', 'American (New)']","['delivery', 'pickup']",166
398,Utica city,Utica,NY,43.100419,-75.233601,Golden’s,"['Breakfast & Brunch', 'Cafes', 'Creperies']",['delivery'],166
399,Utica city,Utica,NY,43.09892,-75.21896,Phu Quoc,"['Vietnamese', 'Soup', 'Sandwiches']",['delivery'],166
400,Utica city,Utica,NY,43.1044193195137,-75.2707159153833,Castlewood Cafe,"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']",['delivery'],166
401,Utica city,Utica,NY,43.104295,-75.240739,Five Points Public House and Events Center,"['Irish Pub', 'Wine Bars', 'Beer Bar']",[],166
402,Utica city,Utica,NY,43.0936702,-75.2364795,Come Into Jamaica,['Caribbean'],"['delivery', 'pickup']",166
403,Utica city,Utica,NY,43.11692,-75.21074,Franco's Pizza & Italian Deli,['Pizza'],['delivery'],166
404,Utica city,Utica,NY,43.1036292308645,-75.2434302912311,Luna Mexican Bar and Grill,"['Mexican', 'Bars']",['delivery'],166
405,Utica city,Utica,NY,43.1113646,-75.2081208,Charlie's Pizza,"['Pizza', 'Italian']",['delivery'],166
406,Utica city,Utica,NY,43.10075,-75.23318,Griffin's Pub,['Bars'],['delivery'],166
407,Utica city,Utica,NY,43.10128,-75.22843,The Hub Eatery,['American (Traditional)'],"['delivery', 'pickup']",166
408,Utica city,Utica,NY,43.08126,-75.20544,Parkway Pizza,['Pizza'],['delivery'],166
409,Utica city,Utica,NY,43.10179,-75.23097,Pizza Classic,"['Pizza', 'Chicken Wings', 'Sandwiches']",['delivery'],166
410,Utica city,Utica,NY,43.081184387207,-75.2063369750977,Rosario's Pizzeria East Utica,"['Pizza', 'Burgers', 'Sandwiches']",['delivery'],166
411,Utica city,Utica,NY,43.10324,-75.24618,Empire City,['Chinese'],"['delivery', 'pickup']",166
412,Utica city,Utica,NY,43.0955439,-75.242703,Palermo Pizzeria,['Pizza'],['delivery'],166
413,Utica city,Utica,NY,43.08046,-75.207153,Ramon's Bakery,"['Bakeries', 'Food Trucks', 'Donuts']",['delivery'],166
414,Utica city,Utica,NY,43.093312208854,-75.248649655099,Beijing House,"['Chinese', 'Noodles', 'Soup']",['delivery'],166
415,Utica city,Utica,NY,43.10258,-75.23104,Iconic by Chesterfield,"['Cocktail Bars', 'American (New)']",[],166
416,Utica city,Utica,NY,43.0899552,-75.2583427,Tony's Pizzeria-Burrstone Rd,['Pizza'],['delivery'],166
417,Utica city,Utica,NY,43.1017,-75.23,Jimmy John's,"['Sandwiches', 'Fast Food', 'Delis']",[],166
418,Utica city,Utica,NY,43.10039,-75.22794,ALEE'S,['American (New)'],[],166
419,Utica city,Utica,NY,43.092012182377,-75.2211557328701,Arcuri's Pizza,['Pizza'],['delivery'],166
420,Utica city,Utica,NY,43.086437,-75.260955,China Wok,['Chinese'],['delivery'],166
421,Utica city,Utica,NY,43.109885,-75.217922,Denny's,"['American (Traditional)', 'Breakfast & Brunch', 'Diners']","['delivery', 'pickup']",166
422,Utica city,Utica,NY,43.1000126851327,-75.2413447999999,Island Breeze Bar and Grill,"['Caribbean', 'American (Traditional)', 'Desserts']",['delivery'],166
423,Utica city,Utica,NY,43.10068,-75.22907,Court View Luncheonette,['Restaurants'],['delivery'],166
424,Utica city,Utica,NY,43.100003,-75.24036787738667,Tiny's Grill,"['American (Traditional)', 'Bars']",['delivery'],166
425,Utica city,Utica,NY,43.10915,-75.25098,The Patio Drive-In,['American (Traditional)'],['delivery'],166
426,Utica city,Utica,NY,43.0880929665686,-75.2148082487085,The Pizza Box,"['Chicken Wings', 'Pizza']",['delivery'],166
427,Utica city,Utica,NY,43.0886878967285,-75.2235260009766,Rosso-Verde,"['Pizza', 'Italian']","['delivery', 'pickup']",166
428,Utica city,Utica,NY,43.0987,-75.21826,Black Rice Sushi & Thai,"['Asian Fusion', 'Burmese', 'Thai']","['delivery', 'pickup']",166
429,Utica city,Marcy,NY,43.130747,-75.247622,Killino's Riverside Diner,['Diners'],['delivery'],166
430,Utica city,North Utica,NY,43.1075079221841,-75.220767811876,Moe's Southwest Grill,"['Mexican', 'Tex-Mex']",[],166
431,Utica city,Utica,NY,43.124599,-75.227387,Applebee's Grill + Bar,"['American (Traditional)', 'Sports Bars', 'Burgers']","['delivery', 'pickup']",166
432,Utica city,Utica,NY,43.1029841290618,-75.2442706540436,The Sanctuary,['Bars'],[],166
433,Utica city,Utica,NY,43.1032909291794,-75.2444744619001,Saranac Brewery,"['Beer Bar', 'Breweries', 'Beer Tours']",[],166
434,Utica city,Utica,NY,43.09993,-75.2333,Massouds Cafe,['Restaurants'],[],166
435,Utica city,Utica,NY,43.1012538,-75.2326759,Shade Bar & Grill,"['American (New)', 'Steakhouses']",['delivery'],166
436,Utica city,Utica,NY,43.10721,-75.22054,Wingstop,['Chicken Wings'],['pickup'],166
437,Utica city,Utica,NY,43.1153296,-75.2096431,North End Pizza and Tap,['Pizza'],['delivery'],166
438,Utica city,Utica,NY,43.10011,-75.23444,Panda House,['Chinese'],"['delivery', 'pickup']",166
439,Utica city,Utica,NY,43.0952027452207,-75.2153693434327,Europa Restaurant,['Mediterranean'],[],166
